IdDon;Auteur;Intermediaire;IdBene;Beneficaire;Statut;Nature;Lieu;Formes;Poids;Prix;Informations;Sources
328;Jean sans Peur;;2174;Girardin de Chavanges;Ecuyer et échanson du duc;"Pension de 160 fr., payée en deux termes (la Saint-Jean-Baptiste et Noël). Le premier terme commencera à la Saint-Jean-Baptiste 1410. La pension est accordée ""pour mieulx avoir de quoy maintenir son estat et le soustenir ou service de mesdis seigneur et dame, oultre et pardessus les gaiges ordinaires qui comptes lui sont par les escroues de la despense selon lordonnance de lostel de madicte dame. Il ne prindra aucuns aultres drois, suppose que ou temps passe eust este acoustume le contraire. Aussi naura aucuns dons, et se il en obtenoit par requeste ou poursieute importunes la dicte pension soit et demouroit casse et adnulle le cas advenir"". ";Paris;Pension de 160 fr./an + 80 fr. (quittance);;;23 November 1409;ADCO, B 1559, f° 55 r°
329;Jean sans Peur;;504;Hugues de Lannoy;Seigneur de Neuville, chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 200 fr.;Aucune mention;40 fr. (quittance);;;27 November 1409;ADCO, B 1558, f° 56 v°
330;Jean sans Peur;;1157;Gillet Paraille;Queux du duc;Paiement pour sa pension de 60 fr.;Aucune mention;27 fr. (quittance);;;1 December 1409;ADCO, B 1558, f° 60 r°
331;Jean sans Peur;;398;Christophe d'Albourg;Trompette du duc;Paiement pour sa pension de 112 fr. demi/an ;Aucune mention;20 fr. (quittance);;;3 December 1409;ADCO, B 1558, f° 63 r°
332;Jean sans Peur;;1207;Charles II de Lorraine;Duc de Lorraine;Paiement pour sa pension de 2000 fr./an ;Aucune mention;2000 fr. (quittance);;;31 December 1409;ADCO, B 1558, f° 56 r°
333;Jean sans Peur;;422;Jacques III de Heilly;Seigneur de Heilly, chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 500 fr./an;Aucune mention;250 fr. (quittance);;;31 December 1409;ADCO, B 1558, f° 56 v°
334;Jean sans Peur;;23;Girart de Bourbon;Ecuyer d'écurie du duc;Paiement pour sa pension de 160 fr./an;Aucune mention;160 fr. (quittance);;;1410;ADCO, B 1558, f° 58 v°
335;Jean sans Peur;;967;Etienne Moreau;Contrôleur de la dépense de l'hôtel du duc;Paiement pour sa pension de 160 fr./an;Aucune mention;160 fr. (quittance);;;1410;ADCO, B 1558, f° 60 r°
336;Jean sans Peur;;301;Jean de Saulx;Seigneur de Courtivron, chancelier du duc;Paiement sa pension de 2000 fr. d'or/an;Aucune mention;2000 fr. d'or (quittance);;;1410;ADCO, B 1560, f° 63 r°
337;Jean sans Peur;;398;Christophe d'Albourg;Trompette du duc;Paiement pour sa pension de 112 fr. demi/an ;Aucune mention;10 fr. (quittance);;;1 January 1410;ADCO, B 1558, f° 63 r°
338;Jean sans Peur;;814;Paulin Gambrin, dit d'Alexandrie;Trompette du duc;Paiement pour sa pension de 67 fr. demi/an;Aucune mention;6 fr. (quittance);;;1 January 1410;ADCO, B 1558, f° 63 r°
339;Jean sans Peur;;15;Jean Pioche;Chevalier et maître d'hôtel du duc;Paiement pour sa pension de 240 fr./an;Aucune mention;240 fr. (quittance);;;4 January 1410;ADCO, B 1558, f° 58 r°
340;Jean sans Peur;;157;Pierre de Fontenay;Seigneur de Rancé, chevalier et maître d'hôtel du duc;Paiement pour sa pension de 240 fr./an;Aucune mention;240 fr. (quittance);;;4 January 1410;ADCO, B 1558, f° 58 r°
341;Jean sans Peur;;274;Jean de Pressy;Receveur du duc;Paiement pour sa pension de 400 fr./an ;Aucune mention;400 fr. (quittance);;;6 January 1410;ADCO, B 1558, f° 65 r°
342;Jean sans Peur;;2162;Jacques de Villers;Ecuyer et échanson du duc;Paiement pour sa pension de 160 fr./an;Aucune mention;160 fr. (quittance);;;8 January 1410;ADCO, B 1558, f° 59 r°
343;Jean sans Peur;;677;Baudouin, dit Beaugois d'Ailly;Chevalier, conseiller et chambellan du duc, vidame d'Amiens;Paiement pour sa pension de 4 fr./jour;Aucune mention;150 fr. (quittance);;;8 January 1410;ADCO, B 1558, f° 61 v°
344;Jean sans Peur;;444;Jacques de Longroy;Seigneur de Longroy, chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 500 fr./an;Aucune mention;100 écus (quittance);;;11 January 1410;ADCO, B 1558, f° 57 r°
345;Jean sans Peur;;67;Guillaume de Bours, dit Wittard;Chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 400 fr./an ;Aucune mention;60 fr. (quittance);;;12 January 1410;ADCO, B 1558, f° 57 r°
346;Jean sans Peur;;192;Jean, dit Le bâtard du Bochet;Ecuyer-panetier du duc;"""Je, Jehan du Boischet, escuier pennetier de monseigneur le duc de Bourgoingne. Confesse avoir eu et receu de Jehan de Noident, Receveur general des finances de mondit seigneur, la somme de quatrevins frans dor monnoie royal qui deue mestoit par ledit seigneur a cause de VIIIxx fr. dor de pension que icellui seigneur ma ordonne chacun an prendre de lui a deux termes en lan. Cest assavoir en la fin du mois de mais et a la saint Andry. Et ce pour le terme de saint Andry derrain passe. De laquelle somme de IIIIxx fr. dor monnoie dite je me tien pour content, et en quicte mondit seigneur, sondit Receveur et tous autres quil appartiendra. Tesmoing mon scl cy mis le XIIIe jour de janvier, lan mil IIIIc et neuf.[Sceau]""";Aucune mention;40 fr. d'or monn. royal (quittance);;;13 January 1410;ADCO, B 386, liasse 19, c. 187
347;Jean sans Peur;;1157;Gillet Paraille;Queux du duc;Paiement pour sa pension de 60 fr./an;Aucune mention;24 fr. (quittance);;;15 January 1410;ADCO, B 1558, f° 60 r°
348;Jean sans Peur;;157;Pierre de Fontenay;Chevalier, conseiller et maître d'hôtel du duc;"""Je, Pierre de Fontenay, chevalier, conseiller et maistre dostel de monseigneur le duc de Bourgoingne. Confesse avoir eu et receu de Jehan de Noident, Receveur general des finances de mondit seigneur, la somme de six vins frans dor monnoie royal, qui deue mestoit a cause de ma pension de IIcXL fr. dor, que jay acoustume prendre et avoir chacun an de mondit seigneur a deux termes. Cest assavoir a la saint Andry et en la fin du mois de may. Et ce pour le terme de saint Andry derrain passe. De laquelle somme de VIxx dessus dit je me tien pour content, en quicte mondit seigneur, sondit Receveur et tous autres. Tesmoing mon scel cy mis le XVIe de janvier lan mil IIIIc IX.[Sceau]""";Aucune mention;120 fr. d'or monn. royal (quittance);;;16 January 1410;ADCO, B 383, liasse 19, c. 189
349;Jean sans Peur;;226;Antoine de Craon;Cousin, chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 400 fr./an ;Aucune mention;250 fr. (quittance);;;20 January 1410;ADCO, B 1558, f° 57 v°
350;Jean sans Peur;;2167;Jean de Curiet;Ecuyer de cuisine du duc;Paiement pour sa pension de 60 fr./an;Aucune mention;80 fr. (quittance);;;26 January 1410;ADCO, B 1558, f° 59 v°
351;Jean sans Peur;;276;Jean de Velery;Maître de la chambre aux deniers du duc;Paiement pour sa pension de 200 fr./an;Aucune mention;200 fr. (quittance);;;1 February 1410;ADCO, B 1558, f° 59 v°
352;Jean sans Peur;;1930;Regnaud d'Orges;Ecuyer d'écurie de la duchesse;Paiement pour sa pension de 160 fr./an;Aucune mention;11 fr. 5 s. t. (quittance);;;5 February 1410;ADCO, B 1560, f° 61 r°
353;Jean sans Peur;;504;Hugues de Lannoy;Seigneur de Neuville, chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 200 fr./an;Aucune mention;160 fr. (quittance);;;8 February 1410;ADCO, B 1558, f° 56 v°
354;Jean sans Peur;;293;Jean de Chevenon;Ecuyer, conseiller et chambellan du duc;Paiement pour sa pension de 500 fr./an;Aucune mention;683 fr. 3 s. 2 d. t. (quittance);;;12 February 1410;ADCO, B 1558, f° 58 r°
355;Jean sans Peur;;537;Guyot de Savigny;Ecuyer d'écurie du duc;Paiement pour sa pension de 160 fr./an;Aucune mention;160 fr. (quittance);;;19 February 1410;ADCO, B 1558, f° 59 r°
356;Jean sans Peur;;522;Maître Jean Petit ou Jean Le Petit;Docteur en théologie et maître des requêtes de l'hôtel du duc;Paiement pour sa pension de 200 fr./an;Aucune mention;100 écus (quittance);;;20 February 1410;ADCO, B 1558, f° 60 v°
357;Jean sans Peur;;2175;Pierre de Maisieres, dit Le Petit Jobin;Ecuyer tranchant de la duchesse;"Pension de 100 fr., payée en deux termes (le premier septembre et le premier mars). Le premier terme commencera le 1 septembre 1410. La pension est accordée ""pour mieulx maintenir son estat, et le soustenir, ou service de ma dicte dame, oultre et par dessus les gaiges ordinaires qui comptes lui font par les escroues de la despense selon lordonnance de lostel de ma dicte dame""";Aucune mention;Pension de 100 fr./an + 100 fr. (quittance);;;21 February 1410;ADCO, B 1569, f° 82 v°
358;Jean sans Peur;;394;Jean Lengret;Archidiacre du Grand Caux, conseiller et maître des requêtes de l'hôtel du duc;Paiement pour sa pension de 200 fr./an;Aucune mention;200 fr. (quittance);;;22 February 1410;ADCO, B 1558, f° 61 r°
359;Jean sans Peur;;2171;Thibaud Garconnet, dit Le Garconnot;Queux du duc;Paiement pour sa pension de 60 fr./an;Aucune mention;25 fr. (quittance);;;26 February 1410;ADCO, B 1558, f° 60 r°
360;Jean sans Peur;;876;Philibert de Montjeu;Conseiller et maître des requêtes de l'hôtel du duc;Paiement pour sa pension de 200 fr./an;Aucune mention;30 fr. (quittance);;;27 February 1410;ADCO, B 1560, f° 58 r°
361;Jean sans Peur;;178;Jean Malouel;Peintre;Paiment pour sa pension de 8 gros écus/jour;Aucune mention;240 fr. (quittance);;;28 February 1410;ADCO, B 1558, f° 65 v°
362;Jean sans Peur;;152;Regnier Pot;Seigneur de La Roche-Nolay, chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 500 fr./an;Aucune mention;250 fr. (quittance);;;28 February 1410;ADCO, B 1560, f° 63 v°
363;Jean sans Peur;;393;Guillaume Caillet;Ménestrel du duc;Paiement pour sa pension de 67 fr. demi/an;Aucune mention;15 fr. (quittance);;;1 March 1410;ADCO, B 1560, f° 62 r°
364;Jean sans Peur;;2165;Jean Wanezie;Ménestrel du duc;Paiement pour sa pension de 67 fr. demi/an;Aucune mention;15 fr. (quittance);;;1 March 1410;ADCO, B 1560, f° 62 r°
365;Jean sans Peur;;391;Jean Le Boulangier, dit Pagot;Ménestrel du duc;Paiement pour sa pension de 67 fr. demi/an;Aucune mention;15 fr. (quittance);;;1 March 1410;ADCO, B 1560, f° 62 v°
366;Jean sans Peur;;390;Henri du Houx;Ménestrel du duc;Paiement pour sa pension de 67 fr. demi/an;Aucune mention;15 fr. (quittance);;;1 March 1410;ADCO, B 1560, f° 62 v° et 63 r°
367;Jean sans Peur;;275;Regnaudin Doriac;Conseiller du duc;Paiement pour sa pension de 300 fr./an;Aucune mention;300 fr. (quittance);;;4 March 1410;ADCO, B 1558, f° 61 v°
368;Jean sans Peur;;2166;Jean Villain;Valet de chambre et orfèvre du duc;Pension de 40 fr. d'or/an, payée en deux termes (la Saint-Jean-Baptiste et Noël). Le premier terme commencera à la Saint-Jean 1409;Aucune mention;Pension de 40 fr. d'o/an, payée en deux termes (la Saint-Jean et Noël);;;5 March 1410;ADCO, B 1560, f° 63 v°
369;Jean sans Peur;;2166;Jean Villain;Valet de chambre et orfèvre du duc;Paiement pour sa pension de 40 fr. d'or/an;Aucune mention;40 fr. (quittance);;;5 March 1410;ADCO, B 1560, f° 63 v°
370;Jean sans Peur;;259;Lourdin de Saligny;Chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 500 fr./an;Aucune mention;500 fr. (quittance);;;8 March 1410;ADCO, B 1558, f° 57 v°
371;Jean sans Peur;;201;Geoffroy Maupoivre;Physicien du duc;Paiement pour sa pension de 160 fr./an;Aucune mention;20 fr. (quittance);;;15 March 1410;ADCO, B 1560, f° 59 v°
372;Jean sans Peur;;508;Raoul Le Maire;Conseiller du duc;Paiement pour sa pension de 200 fr./an;Aucune mention;200 fr. (quittance);;;28 March 1410;ADCO, B 1562, f° 26 v°
373;Jean sans Peur;;275;Regnaudin Doriac;Conseiller du duc;Paiement pour sa pension de 300 fr./an;Aucune mention;150 fr. (quittance);;;31 March 1410;ADCO, B 1562, f° 27 v°
374;Jean sans Peur;;226;Antoine de Craon;Cousin, chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 400 fr./an ;Aucune mention;30 fr. (quittance);;;5 April 1410;ADCO, B 1560, f° 57 v°
375;Jean sans Peur;;5520;Nicole de Constantinople;Chevalier, et Simonne, sa femme;"""Sachent tint que nous, Nycole de Constantinoble, chevalier, et Symonne, sa femme, cest assavoir Je ha dite Symonne de [...] de mon dit mari, a laquelle Je ledit chevalier ay donne et ouctroye quit ad ce licence. Congnoissons et confessons avoir eu et receu realment et de fait de honnorable homme et saige Jehan Moisson, Receveur du bailliage de Diion, par la main de Jehan Crescellet, prevost de la prevoste de Saint Jehan de Loone pour lannee qui finira a la St Jehan baptiste pruchen, la somme de dix frans qui deuz nous estoient a cause de dix frans de pencion par an que notre tres redoubte seigneur monseigneur le duc de Bourgoingne nous a donne a la vie de nous et du survivant, a paie sur lesmolument de ladicte prevoste ua terme de saint Remi. De laquelle somme de dix frans pour le terme de St Remi mil CCCC et neuf nous nous tenons pour contens et en quictons ledit Receveur et tous autres a cui quittance en puet et doit appartenir. En tesmoing de ce nous, requis et obtenu estre mis a ceste presente quittance le saing manuel de messire Jehan Bertier, procureur coaduitteur du tabellionaige de Saint Jehan de Loone pour mondit seingeur le duc, presens Guillemin Boillon, Alain Malcr[...] et Audrey le Rouley de St Jehan de Loone, tesmoins ad ce appellez le XIIe jour davril apres Pasques lan mil CCCC et dix avons donne comme dessus.[Signature : J. Berthier]""";Aucune mention;Paiement de 10 fr. monn. royal pour le terme de Saint-Rémi 1409;;;12 April 1410;ADCO, B 361, liasse 76, c. 28
376;Jean sans Peur;;67;Guillaume de Bours, dit Wittard;Chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 400 fr./an ;Aucune mention;160 fr. (quittance);;;13 April 1410;ADCO, B 1560, f° 56 v°
377;Jean sans Peur;;444;Jacques de Longroy;Seigneur de Longroy, chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 500 fr./an;Aucune mention;300 fr. (quittance);;;15 April 1410;ADCO, B 1558, f° 55 v°
378;Jean sans Peur;;67;Guillaume de Bours, dit Wittard;Chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 400 fr./an ;Aucune mention;60 fr. (quittance);;;23 April 1410;ADCO, B 1560, f° 56 v°
379;Jean sans Peur;;226;Antoine de Craon;Cousin, chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 400 fr./an ;Aucune mention;150 l. t. (quittance);;;26 April 1410;ADCO, B 1562, f° 24 r°
380;Jean sans Peur;;293;Jean de Chevenon;Ecuyer, conseiller et chambellan du duc;Paiement pour sa pension de 500 fr./an;Aucune mention;45 écus (quittance);;;30 April 1410;ADCO, B 1560, f° 58 r°
381;Jean sans Peur;;506;Jean de Sacquespee;Conseiller, trésorier et gouveneur général des finances du duc;Paiement pour sa pension de 500 fr./an;Aucune mention;250 fr. (quittance);;;30 April 1410;ADCO, B 1560, f° 59 r°
382;Jean sans Peur;;64;Amé de Viry;Ecuyer du duc;"""A Ame de Viry, escuier, lequel monseigneur par ses lettres patentes donnees le XXVe jour doctobre mil CCCC et VIII a retenu son conseiller aux gaiges et pension de Vc fr. par an a prandre et avoir sur la Recette de Chalon a ung terme de la foire froide sa vie durant parmi ce que la dite pension il est devenuz homme de mondit seigneur et lui en a fait foy et hommaige et permis de le servir envers et contre tous excepte le conte de Savoye, auquel hommaige mondit seigneur par ses dites lettres la receu pour ce a lui paie sur sa dite pension par vertu desdites lettres. Desquelles le vidimus sur le secl de chastellet de paier est cy rendu, veriffie par le tresorier de mondit seigneur, sur ledit de Noident avec copie dunes autres lettres de mondit seigneur collacionne par lun de ses secretaires donnees VIII de juillet CCCC et IX, par lesquelles mondit seigneur relieve ledit Aymie du cassement des pensions qui nagaires avoit este fait avec II quictances dicellui Aymie, lune donnee le IIIIe jour de may CCCCX par la quelle ycellui Ayme confesse estre homme de mondit seigneur de la dite somme de VC fr. lui en avoit fait lesdits foy et hommaige, et le puet servir envers et contre tous par la maniere cy dessus, laquelle quictance moitie a IIc fr. et lautre donnee X de fevrier CCCCIX montant a XXX fr. Pour ce""";Aucune mention;Paiement de 230 fr. monn. royal (deux quittances) pour sa pension de 500 fr. monn. royal, payée d'abord sur la recette de foire de Chalon-sur-Saône puis sur le fief de la tour de Santans;;;4 May 1410;ADCO, B 1560, f° 54 v°
383;Jean sans Peur;;274;Jean de Pressy;Chevalie et ancien trésorier du duc;Pension de 500 fr./an;Paris;Pension de 500 fr./an;;;9 May 1410;ADCO, B 1560, f° 59 r°
384;Jean sans Peur;;130;Philibert de Saint-Legier;Chevalier et maître d'hôtel du duc;Paiement pour sa pension de 240 fr./an;Aucune mention;100 fr. (quittance);;;11 May 1410;ADCO, B 1560, f° 56 r°
385;Jean sans Peur;;73;Jean de La Hamaide;Seigneur de La Hamaide, de Conde et de Renaix, conseiller du duc;Paiement pour sa pension de 500 fr./an;Aucune mention;600 fr. (quittance);;;13 May 1410;ADCO, B 1560, f° 57 v°
386;Jean sans Peur;;1651;Jean Bateteau;Ecuyer et panetier du duc;Pension de 160 fr./an, payée en deux termes (la Saint-André et la fin du mois de mai). Le premier terme commencera à la fin mai 1410;Pension de 160 fr./an, payée en deux termes (la Saint-André et la fin du mois de mai);80 fr. (quittance);;;25 May 1410;ADCO, B 1560, f° 60 v°
387;Jean sans Peur;;15;Jean Pioche;Chevalier et maître d'hôtel du duc;Paiement pour sa pension de 240 fr./an;Aucune mention;120 fr. (quittance);;;2 June 1410;ADCO, B 1560, f° 56 r°
388;Jean sans Peur;;506;Jean de Sacquespee;Conseiller, trésorier et gouveneur général des finances du duc;Paiement pour sa pension de 500 fr./an;Aucune mention;100 fr. (quittance);;;2 June 1410;ADCO, B 1562, f° 28 r°
389;Jean sans Peur;;2176;Jean de Villers;Ecuyer et échanson du duc;Paiement pour sa pension de 160 fr./an;Aucune mention;80 fr. (quittance);;;3 June 1410;ADCO, B 1560, f° 61 r°
390;Jean sans Peur;;2167;Colas Berer de Boperte (?);Chevalier et chambellan du duc;Paiement pour sa pension de 200 fr./an;Aucune mention;40 l. t. (quittance);;;4 June 1410;ADCO, B 1560, f° 57 v°
391;Jean sans Peur;;398;Christophe d'Albourg;Trompette du duc;Paiement pour sa pension de 100 écus/an;Aucune mention;50 fr. (quittance);;;13 June 1410;ADCO, B 1560, f° 63 r°
392;Jean sans Peur;;359;Waléran III de Luxembourg;Comte de Saint-Pol;Pension de 4000 fr./an, payée en deux termes (Noël et Saint-Jean-Baptiste). Le premier terme commence à la Saint-Jean-Baptiste 1410;Aucune mention;Pension de 4000 fr./an payée en deux termes (Noël et Saint-Jean-Baptiste);;;19 June 1410;ADCO, B 1560, f° 54 r°
393;Jean sans Peur;;157;Pierre de Fontenay;Seigneur de Rancé, chevalier et maître d'hôtel du duc;Paiement pour sa pension de 240 fr./an;Aucune mention;120 fr. (quittance);;;19 June 1410;ADCO, B 1560, f° 56 v°
394;Jean sans Peur;;2167;Colas Berer de Boperte (?);Chevalier et chambellan du duc;Pension de 200 fr./an, payée en deux termes (la Toussaint et Pâques). Le chevalier prendra à chaque terme 100 fr. de pension;Aucune mention;Pension de 200 fr./an;;;19 June 1410;ADCO, B 1570, f° 54 r°
395;Jean sans Peur;;359;Waléran III de Luxembourg;Comte de Saint-Pol;Paiement pour sa pension de 4000 fr./an;Aucune mention;1000 fr. (quittance);;;27 June 1410;ADCO, B 1560, f° 54 r° et 54 v°
396;Jean sans Peur;;876;Philibert de Montjeu;Conseiller et maître des requêtes de l'hôtel du duc;Paiement pour sa pension de 200 fr./an;Aucune mention;210 fr. (quittance);;;1 July 1410;ADCO, B 1560, f° 58 v°
397;Jean sans Peur;;28;Renaud IV de Bethencourt, dit Morelet de Bethencourt;Chevalier et chambellan du duc;Paiement pour sa pension de 500 fr./an;Aucune mention;95 fr. (quittance);;;11 July 1410;ADCO, B 1560, f° 58 v°
398;Jean sans Peur;;391;Jean Le Boulangier, dit Pagot;Ménestrel du duc;Paiement pour sa pension de 67 fr. demi/an;Aucune mention;24 écus (quittance);;;14 July 1410;ADCO, B 1560, f° 62 v°
399;Jean sans Peur;;226;Antoine de Craon;Cousin, chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 400 fr./an ;Aucune mention;56 l. 5 s. t. (quittance);;;15 July 1410;ADCO, B 1560, f° 57 v°
400;Jean sans Peur;;967;Etienne Moreau;Contrôleur de la dépense de l'hôtel du duc;Paiement pour sa pension de 160 fr./an;Aucune mention;80 fr. (quittance);;;17 July 1410;ADCO, B 1560, f° 60 r°
401;Jean sans Peur;;130;Philibert de Saint-Legier;Chevalier et maître d'hôtel du duc;Paiement pour sa pension de 240 fr./an;Aucune mention;120 fr. (quittance);;;18 July 1410;ADCO, B 1560, f° 56 r°
402;Jean sans Peur;;88;Jean d'Aunay, dit Le Gallois d'Aunay;Chevalier et maître d'hôtel du duc et de la duchesse;Paiement pour sa pension de 240 fr./an;Aucune mention;120 fr. (quittance);;;18 July 1410;ADCO, B 1560, f° 56 v°
403;Jean sans Peur;;294;Vermonnet de Mery;Ecuyer de cuisine du duc;Paiement pour sa pension de 60 fr./an;Aucune mention;30 fr. (quittance);;;19 July 1410;ADCO, B 1560, f° 61 v°
404;Jean sans Peur;;1157;Gillet Paraille;Queux du duc;Paiement pour sa pension de 60 fr./an;Aucune mention;30 fr. (quittance);;;19 July 1410;ADCO, B 1560, f° 61 v° et 62 r°
405;Jean sans Peur;;192;Jean, dit Le bâtard du Bochet;Ecuyer et panetier du duc;Paiement pour sa pension de 160 fr./an;Aucune mention;80 fr. (quittance);;;21 July 1410;ADCO, B 1560, f° 60 v°
406;Jean sans Peur;;23;Girart de Bourbon;Ecuyer d'écurie du duc;Paiement pour sa pension de 160 fr./an;Aucune mention;80 fr. (quittance);;;21 July 1410;ADCO, B 1560, f° 60 v°
407;Jean sans Peur;;1589;Guillaume Roussel;Physicien du duc;Pension de 120 fr./an, payée en deux termes (Saint-Rémi et Pâques). Le premier terme commencera à la Saint-Rémi 1411;Aucune mention;Pension de 120 fr./an;;;22 July 1410;ADCO, B 1560, f° 57 r°
408;Jean sans Peur;;225;Guillaume IV de Vienne;Seigneur de Saint-Georges et de Sainte-Croix, chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 3000 fr./an;Aucune mention;1000 fr. (quittance);;;31 July 1410;ADCO, B 1560, f° 55 r°
409;Jean sans Peur;;201;Geoffroy Maupoivre;Physicien du duc;Paiement pour sa pension de 160 fr./an;Aucune mention;8 écus (quittance);;;31 July 1410;ADCO, B 1560, f° 59 v°
410;Jean sans Peur;;5519;Thomas de Perrigny;Chevalier et héritier de Jean de Perrigny, chevalier;"""Je, Thomas de Parrigny, chevalier. Confesse avoir eu et receu de Jehan Moisson, Receveur du bailliage de Diijon pour monseigneur le duc de Bourgoingne, la somme de soixante solz tournois quilz deuz mestoient pour rente a moy deue chacun an sur la prevoste de Nuyz au terme de Toussains. Desquelz soixante solz pour le terme de Toussains darrain passe, je me tien pour bien content et en quicte et promez acquicter ledit Receveur envers et contre tous. Tesmoing mon scel cy mis le darrenier jour de juillet lan mil IIIIc et dix.[Sceau]""";Aucune mention;Paiement de 60 s. t. monn. royal pour une rente sur la prévôté de Nuits-Saint-Georges, payée pour le terme de Toussaint;;;31 July 1410;ADCO, B 355, liasse 3, c. 195
411;Jean sans Peur;;259;Lourdin de Saligny;Chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 500 fr./an;Aucune mention;500 fr. (quittance);;;1 August 1410;ADCO, B 1560, f° 58 v°
412;Jean sans Peur;;67;Guillaume de Bours, dit Wittard;Chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 400 fr./an ;Aucune mention;67 fr. demi (quittance);;;4 August 1410;ADCO, B 1560, f° 56 v°
413;Jean sans Peur;;393;Guillaume Caillet;Ménestrel du duc;Paiement pour sa pension de 67 fr. demi/an;Aucune mention;20 écus (quittance);;;8 August 1410;ADCO, B 1560, f° 62 r°
414;Jean sans Peur;;2165;Jean Wanezie;Ménestrel du duc;Paiement pour sa pension de 67 fr. demi/an;Aucune mention;15 fr. (quittance);;;8 August 1410;ADCO, B 1560, f° 62 r°
415;Jean sans Peur;;2165;Jean Wanezie;Ménestrel du duc;Paiement pour sa pension de 67 fr. demi/an;Aucune mention;20 écus (quittance);;;8 August 1410;ADCO, B 1560, f° 62 r°
416;Jean sans Peur;;391;Jean Le Boulangier, dit Pagot;Ménestrel du duc;Paiement pour sa pension de 67 fr. demi/an;Aucune mention;22 fr. demi (quittance);;;8 August 1410;ADCO, B 1560, f° 62 v°
417;Jean sans Peur;;390;Henri du Houx;Ménestrel du duc;Paiement pour sa pension de 67 fr. demi/an;Aucune mention;20 écus (quittance);;;8 August 1410;ADCO, B 1560, f° 62 v°
418;Jean sans Peur;;522;Maître Jean Petit ou Jean Le Petit;Conseiller et maître des requêtes de l'hôtel du duc;Paiement pour sa pension de 200 fr./an;Aucune mention;30 fr. (quittance);;;10 August 1410;ADCO, B 1560, f° 60 r°
419;Jean sans Peur;;636;Pierre de La Viefville;Seigneur de La Viefville, chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 500 fr./an;Aucune mention;445 fr. 4 s. 7 d. t. (quittance);;;14 August 1410;ADCO, B 1560, f° 55 r°
420;Jean sans Peur;;273;Jocerand Frepier;Conseiller et trésorier du duc;Pension de 1000 fr./an, payée en deux termes (la Toussaint et Pâques). Le terme terme commencera à la Toussaint 1410;Aucune mention;Pension de 1000 fr./an, payée en deux termes (la Toussaint et Pâques);;;16 August 1410;ADCO, B 1560, f° 59 r°
421;Jean sans Peur;;285;Jean de Rasinghem;Maître en école du comte de Charolais;Paiement pour sa pension de 100 fr./an;Aucune mention;100 fr. (quittance);;;17 August 1410;ADCO, B 1562, f° 27 v°
422;Jean sans Peur;;422;Jacques III de Heilly;Seigneur de Heilly, chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 500 fr./an;Aucune mention;179 fr. (quittance);;;18 August 1410;ADCO, B 1560, f° 55 v°
423;Jean sans Peur;;694;Jean de Boutheville;Chevalier écossais;Paiement pour sa pension de 100 fr./an;Aucune mention;3 fr. 7 s. 6 d. t. (quittance);;;20 August 1410;ADCO, B 1560, f° 57 r°
424;Jean sans Peur;;274;Jean de Pressy;Chevalie et ancien trésorier du duc;Paiement pour sa pension 500 fr./an;Aucune mention;135 l. 12 s. 2 d. t. (quittance);;;31 August 1410;ADCO, B 1560, f° 59 r°
425;Jean sans Peur;;1589;Guillaume Roussel;Physicien du duc;Paiement pour sa pension de 60 fr./an;Aucune mention;22 l. de 30 gros nouvelle monn. de Flandres;;;2 September 1410;ADCO, B 1570, f° 51 v°
426;Jean sans Peur;;550;Oudart de L'Espinace;Ecuyer et échanson du duc;Paiement pour sa pension de 160 fr./an;Aucune mention;80 fr. (quittance);;;6 September 1410;ADCO, B 1560, f° 61 r°
427;Jean sans Peur;;537;Guyot de Savigny;Ecuyer d'écurie du duc;Paiement pour sa pension de 160 fr./an;Aucune mention;80 fr. (quittance);;;20 September 1410;ADCO, B 1560, f° 60 v°
428;Jean sans Peur;;402;Pierre de La Tremoille;Chevalier, conseiller et chambellan du duc;Paiement pour sa pension de 1000 fr./an;Aucune mention;500 fr. (quittance);;;22 September 1410;ADCO, B 1560, f° 55 r°
429;Jean sans Peur;;814;Paulin Gambrin, dit d'Alexandrie;Trompette du duc;Paiement pour sa pension de 100 écus/an;Aucune mention;20 fr. (quittance);;;26 September 1410;ADCO, B 1560, f° 63 r°
